"SAMPLE_ID","SSN","Cluster","Plot","Depth","Country","Site","Region","Latitude","Longitude","PlotCultMgd","pH","m3.Al","m3.B","m3.Ca","m3.Cu","m3.Fe","m3.K","m3.Mg","m3.Mn","m3.Na","m3.P","m3.S","m3.Zn","PSI","ExNa","ExCa","ExMg","ExK","ExBas","EC","ExAcidity","Nitrogen_total","Carbon_total","Nitrogen_acidified","Carbon_acidified","Clay","Silt","Sand","Al","As","Ba","Ca","Co","Cr","Cu","Fe","Hg","K","Mg","Mn","Mo","Na","Nb","Ni","P","Pb","Rb","S","Sb","Se","Si","Sr","Ti","U","V","Y","Zn","Zr","Albite","Calcite","Clinochlore","Diopside","Goethite","Hematite","Hornblende","Kaolinite","Maghemite","Microcline","Montmorillonite","Muscovite","Nacrite","Quartz","Tremolite","Vermiculite","Gibbsite","Halloysite","Magnetite","Orthoclase","Gypsum","Titanium.Oxide","Dolomite","Ilmenite","Anorthite","Epidote","Lepidocrocite","Fluorapatite","Palygorskite","Fayalite","Antigorite","Iron.Oxide","Topaz","Lithiophorite","Beidellite","Biotite","Sepiolite","Talc","Tridymite"
74018,"icr074018",3,1,"Topsoil","Zimbambwe","Gambisa","South Africa",-18.0948,29.4155,"No",5.59,492,0.1,235,0.94,98.7,80.9,105,136,104,5.34,8.72,1.46,29.5,0.452173913,1.175,0.867768595,0.206905371,2.701847879,0.021,0.29,0.051885221,0.709075302,0.045629408,0.625562191,39.4,24.79,35.8,14548.28,5.08,246.63,202.76,8.61,70.39,32.24,24483.19,937.84,11989.86,578.36,417.86,0.97,6362.8,10.47,18.68,668.93,17.87,56.51,722.12,7.73,2.03,724622.04,11.63,1047.14,2.29,51.3,20.8,15.22,245.94,3.4,0,0,0,0,0,0,4.2,0,10.5,0,5.6,0,76.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74019,"icr074019",3,1,"Subsoil","Zimbambwe","Gambisa","South Africa",-18.0948,29.4155,"No",5.51,414,0.051,126,1.19,79.5,99.2,115,130,41,3.08,8.32,2.22,35.2,0.17826087,0.63,0.950413223,0.25370844,2.012382533,0.026,0.19,0.051684853,0.578416526,0.045646472,0.49031882,61.44,21.28,17.29,31926.64,6.45,342.64,397.84,9.49,98.71,35.8,29977.39,949.89,14028.28,54.27,569.45,1.48,6737.02,9.02,26.46,767.32,21.41,67.34,675.87,6.88,2.35,626788.38,6.64,1265.41,2.52,60.48,25.53,27.1,277.09,7.5,0,0,0,0,0,0,4,0,11.9,0,4.1,0,72.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74030,"icr074030",4,1,"Topsoil","Zimbambwe","Gambisa","South Africa",-18.066,29.4092,"No",6.36,455,0.084,840,2.33,103,139,294,204,36.2,3.85,7.54,2.52,31.9,0.157391304,4.2,2.429752066,0.355498721,7.142642092,0.049,0.097,0.077886213,0.896996111,0.074935041,0.835514396,60.43,27.73,11.84,59899.38,6.79,433.36,2301.03,9.46,95.59,41.53,32739.93,1022.08,22995.28,0.8805,677.7,1.12,5841,14.69,42.77,905.97,24.38,114.56,697.82,7.2,2.84,488428.7,13.17,1757.86,3.43,72.12,25.93,43.38,310.35,7.1,0,0,0,0,0,0,3.2,0,15.5,0,5.7,0,68.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74031,"icr074031",4,1,"Subsoil","Zimbambwe","Gambisa","South Africa",-18.066,29.4092,"No",8.33,392,0.36,3220,2.87,89.2,97.7,563,228,52.8,9.96,12.8,2.52,39.4,0.229565217,16.1,4.652892562,0.249872123,21.2323299,0.135,0.19,0.070359014,0.737430841,0.068271715,0.708314747,64.94,25.51,9.54,66766.9,6.65,298.03,5780.45,9.76,118.73,46.34,34109.01,1082.88,24818.35,0.8805,629.07,1.17,6138.91,12.3,49.52,968.16,25.04,121.47,636.91,7.55,3.39,435587.45,33.77,2409.14,3.58,78.89,25.45,47.4,288.9,8.5,0,0,0,0,0,0,4.3,0,15.6,0,6.4,0,65.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74045,"icr074045",5,1,"Topsoil","Zimbambwe","Gambisa","South Africa",-18.137,29.4347,"No",5.03,712,0.079,192,2.33,104,106,112,108,50.8,5.82,10.5,2.43,68.1,0.220869565,0.96,0.925619835,0.271099744,2.377589144,0.035,0.77,0.088504691,1.05253908,0.083748311,0.947222233,69.49,19.36,11.15,72323.07,9.38,379.54,1392.76,12.71,130.56,46.39,48539.64,709.22,22736.58,0.8805,365.78,0.87,6813.89,12.43,38.71,1020.14,34.69,124.92,652.99,6.98,3.47,389548.61,0.002,2587.8,3.78,94.5,23.36,28.2,253.72,7.6,0,0,0,0,0,0,4.5,0,17.8,0,5.5,0,64.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74046,"icr074046",5,1,"Subsoil","Zimbambwe","Gambisa","South Africa",-18.137,29.4347,"No",4.95,760,0.025,181,2.52,97.7,86,122,94.4,61,4.16,9.91,1.89,82.8,0.265217391,0.905,1.008264463,0.219948849,2.398430703,0.02,1.45,0.079918843,0.853770107,0.072369117,0.814758927,71.36,19.15,9.49,77391.32,10.37,353.3,1566.22,13.81,160.67,46.29,54838.63,714.14,24419.76,0.8805,364.53,0.94,7003.93,11.42,40.02,1012.35,37.71,134.68,667.1,6.84,3.37,387488.39,0.002,2982.82,3.96,103.05,23.71,35.11,237.15,7.6,0,0,0,0,1.7,0,4.7,0,12.3,0,5.2,0,68.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74062,"icr074062",6,1,"Topsoil","Zimbambwe","Gambisa","South Africa",-18.1169,29.4375,"No",5.63,619,0.001,89,1.3,116,137,242,157,38.5,2.85,7.73,2.04,46.2,0.167391304,0.445,2,0.350383632,2.962774936,0.023,0.29,0.065301478,0.769563615,0.061569639,0.824248731,60.62,29.82,9.56,63494.96,6.28,398.88,1350.76,9.19,103.43,36.56,31162.34,919.83,23340.21,0.8805,455.06,0.88,5768.86,13.27,37.33,912.63,21.29,127.17,659.07,7.68,3,475467.66,11.94,1946.23,3.74,68.11,25.17,32.17,256.82,10.3,0,0,0,0,1.7,0,2.3,0,17.9,0,5.7,0,62.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74063,"icr074063",6,1,"Subsoil","Zimbambwe","Gambisa","South Africa",-18.1169,29.4375,"No",5.3,625,0.001,65.2,1.37,111,63.2,306,91.7,46.2,1.53,9.35,1.31,65.4,0.200869565,0.326,2.52892562,0.161636829,3.217432014,0.019,0.38,0.045924272,0.564423859,0.043756861,0.525512055,65.87,29.88,4.25,73829.37,5.34,264.01,1530.29,10.93,107.97,43.16,39452.89,991.72,25543.6,0.8805,287,0.99,5915.86,16.4,44.85,993.25,19.22,147.63,631.18,7.75,2.35,400872.53,15.48,2796,4.13,84.04,25.1,29.53,253.43,10.8,0,0,0,0,1.9,0,3.4,0,19.5,0,7,0,57.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74082,"icr074082",7,1,"Topsoil","Zimbambwe","Gambisa","South Africa",-18.0858,29.4351,"No",6.74,833,0.28,3260,2.18,97.5,146,1330,37.5,70.7,2.33,7.08,1.26,81.3,0.307391304,16.3,10.99173554,0.373401535,27.97252838,0.038,0.19,0.079715613,1.201275289,0.080336384,1.268397212,58.75,20.66,20.59,40840.06,4.03,253.23,5723.88,8.79,109.13,36.31,27210.42,1093.95,9265.89,0.8805,329.47,0.77,3486.2,10.97,29.5,981.31,12.62,57.97,655.46,7.87,1.89,450117.84,42.6,1805.58,2.26,55.35,15,15.85,176.83,15.5,0,0,0,0,0,0,1.7,0,22.7,0,1.2,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74083,"icr074083",7,1,"Subsoil","Zimbambwe","Gambisa","South Africa",-18.0858,29.4351,"No",7.03,845,0.23,3660,1.99,87.2,88.2,1470,37,128,1.71,6.08,1.41,84,0.556521739,18.3,12.14876033,0.225575448,31.23085752,0.025,0.097,0.05227722,0.856545091,0.058387477,0.954177558,65.05,17.83,17.12,46284.48,4.47,304.56,6311.18,9.08,104.27,38.07,29767.65,1140.83,9513.52,2279.58,515.62,1.06,6623.06,10.32,37.92,1019.11,13.5,61.82,651.25,7.05,1.68,421279.29,46.64,1822.76,2.3,72.77,17.67,21.47,180,12,0,0,0,0,0,0,1.6,0,20.5,0,0,0,65.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74102,"icr074102",8,1,"Topsoil","Zimbambwe","Gambisa","South Africa",-18.0663,29.4295,"No",6.67,819,0.32,2010,2.45,104,205,643,157,113,10.5,15.8,1.96,53.4,0.491304348,10.05,5.314049587,0.524296675,16.37965061,0.045,0.097,0.107304811,1.508413851,0.095098358,1.460635126,61.72,21.99,16.29,56818.63,5.81,304.33,3940.23,8.43,150.21,38.76,27149,900.38,13669.32,0.8805,430.75,1.17,6528.56,9.81,40.26,959.22,18.74,80.28,710.64,7.84,2.2,453752.31,40.08,2101.26,2.61,63.19,19.5,7.51,235.43,19,0,0,0,0,0,0,1.1,0,24.5,0,2.1,0,53.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74103,"icr074103",8,1,"Subsoil","Zimbambwe","Gambisa","South Africa",-18.0663,29.4295,"No",6.12,873,0.16,1950,2.27,86.5,135,606,115,50.8,6.33,11.4,0.51,74.6,0.220869565,9.75,5.008264463,0.345268542,15.32440257,0.04,0.19,0.102071788,1.300029814,0.093887277,1.360106111,62.32,22.19,15.49,69060.9,6.07,443.14,3806.66,9.16,128.35,38.08,30622.04,919.62,14075.58,271.61,365.86,0.98,7065.8,10.23,44.46,948.44,19.39,84.91,726.03,7.84,2.46,445449.26,33.35,1810.25,2.77,66.29,21.03,11.22,226.67,15,0,0,0,0,0,0,2.4,0,22,0,2.5,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74122,"icr074122",9,1,"Topsoil","Zimbambwe","Gambisa","South Africa",-18.1381,29.4551,"No",6.2,733,0.1,1060,3.56,126,119,378,310,53.5,2.79,8.92,2.18,54.5,0.232608696,5.3,3.123966942,0.304347826,8.960923464,0.026,0.19,0.09772861,0.989118695,0.095993917,1.113310695,68.37,30.81,0.82,62878.82,8.43,351.76,2258.35,10.4,107.24,48.71,37859.4,988.95,20302.12,2586.48,772.98,0.85,6987.11,14.88,47.02,948.36,28.24,113.35,691.78,7.34,3.75,454482.47,1.07,2340.46,3.46,90.72,24.85,39.73,228.16,7.5,0,0,0,0,0,0,2.4,0,16.3,0,4.7,0,69.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74123,"icr074123",9,1,"Subsoil","Zimbambwe","Gambisa","South Africa",-18.1381,29.4551,"No",5.6,959,0.03,487,3.14,116,84.2,410,182,65.9,3.27,10.8,1.8,87.1,0.286521739,2.435,3.388429752,0.215345269,6.32529676,0.011,0.77,0.082640067,0.818056852,0.08104229,0.755828232,70.92,24.06,5.02,67443.44,10.09,300.83,1581.53,11.48,111.97,50.03,41754.26,911.17,21163.09,2001.94,718.37,1.03,7042.15,14.37,51.65,1001.44,33.84,121.81,643.33,7.84,2.84,411139.42,0.22,2702.32,3.59,93.25,25.5,41.93,237.53,10.9,0,0,0,0,0,0,2.5,0,16.5,0,3.4,0,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74140,"icr074140",10,1,"Topsoil","Zimbambwe","Gambisa","South Africa",-18.1141,29.4552,"No",6.99,532,0.16,1220,2.39,194,138,346,194,65.7,5.83,9.23,2.6,35.5,0.285652174,6.1,2.859504132,0.352941176,9.598097483,0.067,0.097,0.082276862,1.059724212,0.07750212,0.974360079,43.27,37.42,19.31,42700.62,6.85,323.98,2256.07,7.78,77.28,39.56,22509.21,983.33,15122.32,1834.39,465.09,1.31,6884.85,12.99,34.33,835.24,21.82,79.8,719,7.77,2.09,561513.91,17,1994.38,2.68,48.93,27.27,24.42,282.44,21.4,0,0,0,0,0,0,2.2,0,17.6,0,4.4,0,54.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74141,"icr074141",10,1,"Subsoil","Zimbambwe","Gambisa","South Africa",-18.1141,29.4552,"No",5.92,808,0.001,327,2.12,140,64,367,143,40.2,3.33,7.09,1.28,46.2,0.174782609,1.635,3.033057851,0.163682864,5.006523324,0.012,0.19,0.048830593,0.616073638,0.048539637,0.572903723,50.37,31.82,17.81,46470.21,4.82,376.19,961.38,8.35,74.84,39.89,24984.45,1031.8,15636.39,646.04,314.05,1.05,5989.77,12.86,38.55,881.91,17.02,89.01,684.82,7.88,2.41,520275.77,12.03,1973.56,2.83,53.72,27.8,24.99,273,14.6,0,0,0,0,0,0,1.7,0,14.4,0,3.3,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74159,"icr074159",11,1,"Topsoil","Zimbambwe","Gambisa","South Africa",-18.0962,29.4588,"No",6.78,547,0.1,874,2.16,146,208,521,222,49,1.56,7.32,1.57,42.4,0.213043478,4.37,4.305785124,0.531969309,9.420797912,0.029,0.19,0.058242328,0.746105552,0.054908931,0.67629981,47.67,29.26,23.08,49457.29,6.19,244.36,1630.47,8.95,101.24,39.92,29289.72,879.94,15900.94,1433.05,417.46,1.2,7068.45,11,40.53,916.92,21.07,88.97,677.25,7.64,2.01,490314.16,11.94,2346.16,2.81,68.71,27.41,13.07,298.01,16.5,0,0,0,0,0,0,3,0,18.6,0,4.5,0,57.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74160,"icr074160",11,1,"Subsoil","Zimbambwe","Gambisa","South Africa",-18.0962,29.4588,"No",7.9,461,0.16,1300,2.71,131,183,584,241,133,2.43,7.86,1.14,33.3,0.57826087,6.5,4.826446281,0.468030691,12.37273784,0.193,0.19,0.044362942,0.503713876,0.043250851,0.509930149,42.54,29.97,27.5,49616.07,5.34,408.85,2348.31,7.98,90.06,40.13,22933.56,1009.66,16081.27,393.31,402.5,1.07,5877.73,8.78,34.13,880.83,17.09,87.77,659.91,7.03,2.29,516940.17,18.68,1487.97,2.73,61.2,27.97,12.41,283.64,16.2,0,0,0,0,0,0,2.7,0,20.7,0,4,0,56.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74175,"icr074175",12,1,"Topsoil","Zimbambwe","Gambisa","South Africa",-18.0749,29.4566,"No",6.75,891,0.22,2030,2.6,132,143,873,182,80,2.2,8.01,1.26,76.4,0.347826087,10.15,7.214876033,0.3657289,18.07843102,0.023,0.19,0.06406467,0.961551458,0.063627958,0.97870627,60.25,21.05,18.7,55298.09,8.91,364.33,5131.05,10.21,166.06,41.41,35034.52,891.61,11227.6,1568.77,668.74,1.23,6772.16,7.72,52.06,998.77,27.58,66.04,680.03,7.42,3.03,424681.58,63.27,2028.17,2.33,74.86,18.53,16.37,217.26,17.1,0,0,0,0,0,0,1.3,0,17.1,0,1.8,0,62.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74176,"icr074176",12,1,"Subsoil","Zimbambwe","Gambisa","South Africa",-18.0749,29.4566,"No",6.84,929,0.06,2750,2.6,152,95.7,1000,184,83.9,0.62,5.62,1.33,94,0.364782609,13.75,8.26446281,0.244757033,22.62400245,0.038,0.097,0.033016674,0.500166759,0.034197753,0.497936234,59.19,22.38,18.43,67874.82,7.7,365.72,5823.15,10.64,148.76,43.61,41011.48,962.18,11250.43,2387.07,679.63,0.93,6935.67,6.98,59.44,1087.59,23.95,61.85,615.93,6.62,1.99,353292.39,58.96,2270.62,2.28,80.17,18.32,16.27,198.26,18.2,0,0,0,0,0,0,1.9,0,20.3,0,2.9,0,56.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74193,"icr074193",13,2,"Topsoil","Zimbambwe","Gambisa","South Africa",-18.1315,29.4801,"No",5.24,753,0.001,138,1.42,104,99.2,248,136,51.2,4.16,9.58,3.54,74,0.222608696,0.69,2.049586777,0.25370844,3.215903912,0.024,1.16,0.069483329,0.845926851,0.06494911,0.814985633,53.91,28.77,17.32,52957.07,13.38,293.53,872.13,8.94,102.93,40.75,30138.53,641.5,17966.86,0.8805,448.1,1.24,6596.77,18.41,39.36,894.33,41.22,97.53,680.34,7.69,2.86,501636.14,4.17,2302.9,3.08,66,24.27,27.44,284.61,8.5,0,0,0,0,0,0,2.8,0,14.7,0,5.2,0,68.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74194,"icr074194",13,2,"Subsoil","Zimbambwe","Gambisa","South Africa",-18.1315,29.4801,"No",5.25,834,0.001,120,1.43,118,76.2,284,130,43.7,3.14,8.96,3.27,80.8,0.19,0.6,2.347107438,0.19488491,3.331992349,0.016,1.45,0.060786901,0.688794613,0.05648189,0.69095993,56.75,26.84,16.41,63409.72,13.91,366,1042.13,9.41,98.49,42.65,32727.54,691.98,19927.05,0.8805,341.21,1.35,6210.46,14.04,41.4,936.99,41.79,109.11,626.7,6.76,2.92,455333.82,4.02,2182.14,3.23,82.32,24.47,31.67,282.07,8.9,0,0,0,0,0,0,3,0,16.1,0,3.6,0,68.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74211,"icr074211",14,1,"Topsoil","Zimbambwe","Gambisa","South Africa",-18.111,29.485,"No",6.14,573,0.081,809,1.46,122,121,295,110,42.5,4.83,7.04,2.43,34.5,0.184782609,4.045,2.438016529,0.309462916,6.977262053,0.04,0.19,0.070015222,1.049848497,0.074069634,1.087130964,36.05,38.17,25.77,44155.9,7.62,312.2,1861.31,8.26,70.82,41.8,23633.63,936.46,16766.75,0.8805,300.87,1.28,5476.15,10.6,34.47,868.06,25.31,86.59,681.38,7.74,2.4,533075.87,25.54,1781.36,2.7,56.66,27.37,25.04,285.01,19.7,0,0,0,0,0,0,1.6,0,14.1,0,3.2,0,61.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74212,"icr074212",14,1,"Subsoil","Zimbambwe","Gambisa","South Africa",-18.111,29.485,"No",5.72,748,0.001,545,1.89,109,78.5,376,81,38.7,3.87,6.05,1.71,49,0.16826087,2.725,3.107438017,0.200767263,6.20146615,0.014,0.38,0.056289423,0.69028607,0.053073436,0.77339831,43.4,37.36,19.24,50377.82,6.59,351.15,1590.02,8.88,81.93,44.74,27888.52,938.94,18040.05,0.8805,277.89,1.37,5574.62,11.44,36.79,894.55,22.54,97.11,639.14,7.8,2.43,502481.52,18.22,1887.26,3.12,69.7,27.59,25.62,286.46,22.8,0,0,0,0,0,0,2.3,0,15.4,0,3.6,0,55.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74231,"icr074231",15,1,"Topsoil","Zimbambwe","Gambisa","South Africa",-18.0911,29.4842,"No",5.43,1220,0.001,486,2.47,92,78.5,1060,47.3,90.7,1.86,9.17,2.99,144,0.394347826,2.43,8.760330579,0.200767263,11.78544567,0.019,2.61,0.033302879,0.387122169,0.033189118,0.403541371,58.58,29.3,12.12,70782.04,5.45,340.57,1698.96,9.45,110.51,46.46,32655.67,1283.24,17326.86,0.8805,354.3,1.13,5995.76,7.44,61.64,1004.54,16.98,104.55,592.42,7.25,1.91,395241.43,34.86,2268.34,3.04,73.65,42.12,45.16,221.88,22,0,0,0,0,0,0,4.8,0,19.2,0,2.4,0,51.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74232,"icr074232",15,1,"Subsoil","Zimbambwe","Gambisa","South Africa",-18.0911,29.4842,"No",5.29,1010,0.13,812,2.47,94.9,174,964,141,146,3.29,19.5,1.95,79.9,0.634782609,4.06,7.966942149,0.445012788,13.10673755,0.06,0.87,0.058701612,0.857780665,0.053762259,0.799349815,52.66,32.38,14.96,61785.28,4.72,356.92,2179.65,9.52,107.55,43.91,29507.37,1216.97,17278.57,0.8805,482.31,1.1,5753.55,8.11,56.91,960.6,15.76,100.94,627.28,7.66,2.44,436223.85,37.4,2090.07,2.98,70.07,40.49,39.07,238.31,16.1,0,0,0,0,0,0,4.3,0,19.8,0,3.4,0,56.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74248,"icr074248",16,1,"Topsoil","Zimbambwe","Gambisa","South Africa",-18.0683,29.4841,"No",6.09,595,0.049,857,2.12,167,83.7,418,103,25.6,1.76,5.74,1.37,46.5,0.111304348,4.285,3.454545455,0.214066496,8.064916299,0.018,0.19,0.079405759,1.110621333,0.071313698,1.038944006,41.3,39.56,19.14,52700.75,6.17,345.38,8350.4,8.2,100.81,40.47,25508.92,998.41,16138.23,32.17,556.25,1.23,4768.41,8.99,38.78,953.54,19.41,88.63,696.16,7.06,2.7,461461.31,57.51,1715.88,2.71,64.65,22.13,15.86,254.35,25.7,0,0,0,0,0,0,2.2,0,21.6,0,3.5,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74249,"icr074249",16,1,"Subsoil","Zimbambwe","Gambisa","South Africa",-18.0683,29.4841,"No",8.23,432,0.48,4570,2.85,112,255,632,285,42.1,3.74,8.76,1.04,55,0.183043478,22.85,5.223140496,0.652173913,28.90835789,0.144,0.29,0.061075376,0.833023995,0.059412155,0.79137677,54.18,25.74,20.08,48387.37,6.18,377.6,2761.91,8.1,85.9,36.95,22831.94,929.52,16676.82,0.8805,309.24,1.01,4910.92,10.97,27.95,885.52,20.21,85.29,656.03,7.88,1.76,508958.04,38.06,1726.64,2.75,64.01,25.66,19.16,244.45,20.3,0,0,0,0,0,0,1.3,0,18.7,0,2.7,0,57.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74298,"icr074298",1,1,"Topsoil","Botswana","Paje","South Africa",-21.7905,26.458,"",7.86,585,0.48,3170,5.82,52.3,463,800,70,39.6,3.27,10.4,0.74,51.1,0.172173913,15.85,6.611570248,1.184143223,23.81788738,0.15,0.24,0.072095662,1.03338182,0.068014525,1.021350801,57.06,12.47,30.47,29241.43,2.07,288.96,8024.7,7.11,36.42,33.68,16546.18,1186.2,11076.95,5353.92,147.32,1.05,1.806,8.33,24.23,0.034,5.05,33.03,247.57,7.46,1.76,752717.03,23,697.05,1.96,38.51,11.77,3.33,213.12,11.7,0,0,0,0,0,0,0,0,24.2,0,3,0,61.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74299,"icr074299",1,1,"Subsoil","Botswana","Paje","South Africa",-21.7905,26.458,"",8.06,644,0.96,3720,6.09,54,335,866,76.2,38.1,2.14,13,0.34,65.4,0.165652174,18.6,7.157024793,0.856777494,26.77945446,0.137,0.24,0.068211764,1.004072785,0.065711621,0.971237808,68.02,10.57,21.41,44838.92,1.84,218.25,10494.95,7.51,54.52,39.62,20057.73,1247.39,12482.43,2095.73,130.8,0.9,1.806,5.8,25.75,0.034,4.12,39.83,242.55,6.35,1.71,634230.78,22.39,1176.99,2.04,35.44,9.73,0.002,203.01,9,0,0,0,0,0,0,0,0,21.7,0,2.6,0,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74318,"icr074318",2,1,"Topsoil","Botswana","Paje","South Africa",-21.7779,26.4554,"",7.6,619,0.39,3490,5.38,51.5,453,649,80,15.9,4.09,7.71,0.83,58.7,0.069130435,17.45,5.363636364,1.158567775,24.04133457,0.097,0.14,0.075965513,1.143737912,0.081032939,1.219557047,64.45,11.16,24.38,35188.76,1.39,289.99,9712.4,7,57.19,34.93,16597.7,1201.79,12144.44,3039.51,170.78,0.98,1.806,7.26,23.15,0.034,2.62,31.45,321.06,6.98,1.96,795566.29,18.75,774.24,1.96,39.89,10.92,4.37,211.51,10.5,0,0,0,0,0,0,0,0,20.3,0,1.8,0,67.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74319,"icr074319",2,1,"Subsoil","Botswana","Paje","South Africa",-21.7779,26.4554,"",8.34,587,0.57,4910,5.66,42.5,390,633,82.5,28.8,3.52,10.1,2.45,69.3,0.125217391,24.55,5.231404959,0.997442455,30.90406481,0.143,0.24,0.078401338,1.18749851,0.079437867,1.177080035,71.85,10.04,18.11,38404.08,2.3,364.44,15345.24,7.34,57.49,39.98,19194.31,1199.14,12524.24,4613.88,182.56,1,1.806,6.34,23.88,66.14,5.81,37.55,289.64,7.13,1.61,641930.74,21.53,592.82,2.01,41.94,11.02,0.16,193.26,9.8,0,0,0,0,0,0,0,0,17.2,0,2.5,0,70.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74336,"icr074336",3,1,"Topsoil","Botswana","Paje","South Africa",-21.7522,26.4592,"",8.4,502,0.76,8090,3.43,36.2,387,905,69.2,46.3,5.62,12.3,1.17,67.8,0.201304348,40.45,7.479338843,0.989769821,49.12041301,0.174,0.14,0.060137343,1.278201699,0.064748876,1.179517865,100,NA,NA,44234.68,1.99,340.69,26439.68,7.64,56.52,37,20442.15,1276.5,10700.26,466.11,263.14,1.17,1.806,3.93,23.59,292.44,4.7,31.89,390.4,5.6,1.62,609533.84,32.27,1004.77,1.93,54.72,13.1,11.57,188.82,8.5,6,0,0,0,0,0,0,0,16.2,0,3.2,0,66.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74337,"icr074337",3,1,"Subsoil","Botswana","Paje","South Africa",-21.7522,26.4592,"",8.87,350,1.71,9500,3.58,21.6,290,1280,72.5,241,3.06,15.6,0.61,79.6,1.047826087,47.5,10.5785124,0.74168798,59.86802646,0.213,0.24,0.051815577,1.726140499,0.046776636,0.877025038,39.04,4.34,56.62,40249.48,1.62,232.1,48298.61,7.52,53.01,40.68,19691.42,1271.76,9586.54,4553.35,227.99,1.05,1.806,7.31,25.03,767.06,3.59,26.13,464.92,7.8,1.58,533113.16,61.25,1243.88,1.8,52.62,13.09,4.62,201.53,7.4,14.6,0,0,0,0,0,0,0,12.1,0,3.1,0,62.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74356,"icr074356",4,1,"Topsoil","Botswana","Paje","South Africa",-21.7213,26.457,"",6.58,359,0.059,589,0.59,57.2,141,214,28,29.1,5.08,5.83,0.52,24.2,0.126521739,2.945,1.768595041,0.360613811,5.200730591,0.052,0.14,0.048954133,0.791922867,0.046659119,0.755570829,18.68,8.47,72.85,0.119,1.81,325.07,1221.63,5.8,33.22,21.41,5284.38,1113.94,6309.12,9445.24,74.24,1.07,1.806,7.39,7.04,0.034,4.14,16.38,162.33,7.64,1.5,1146049.94,13.35,0.111,1.84,28.64,7.98,0.002,182.67,4.8,0,0,1.9,0,0,0,1.1,0,13.7,0,0,0,78.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
